continent,date,total_cases,new_cases,total_deaths,new_deaths,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,stringency_index,population_density,median_age,gdp_per_capita,population,month,year
Africa,2021-01-31,3203352.193548387,829868.0,77793.8614097969,25577.0,88073.26923076923,16073.26923076923,0.0,0.0,53652.0,47.72189598420013,103.49245283018867,21.326785714285712,5443.837132075472,1426160609.0,1,2021
Africa,2021-02-28,3769763.3214285714,345948.0,98161.64285714286,13063.0,1786909.1388888888,3026237.4305555555,101589.77272727274,0.0,3081969.0,48.613688046647226,103.49245283018868,21.326785714285712,5443.837132075472,1426160609.0,2,2021
Africa,2021-03-31,4087944.935483871,327244.0,108510.0,9240.0,7898271.300917971,6028602.697887668,2013080.6163636365,0.0,4171895.0,48.085529953917046,103.49245283018867,21.326785714285712,5443.837132075472,1426160609.0,3,2021
Africa,2021-04-30,4434865.466666667,347645.0,117378.5,8990.0,15844616.095599677,11558363.575404318,4579335.488391053,0.0,2792719.0,49.155897959183676,103.49245283018868,21.326785714285712,5443.837132075472,1426160609.0,4,2021
Africa,2021-05-31,4738618.258064516,287530.0,126551.29032258064,8855.0,26078772.850560825,19852707.757763445,6892590.158553113,0.0,6903009.0,48.000520078999344,103.49245283018867,21.326785714285712,5443.837132075472,1426160609.0,5,2021
Africa,2021-06-30,5162771.1,643869.0,136249.8,12080.0,41642722.84871661,28837555.93053037,11934834.615494732,0.0,7034954.0,45.64655102040816,103.49245283018868,21.326785714285712,5443.837132075472,1426160609.0,6,2021
Africa,2021-07-31,6162914.677419355,1220646.0,156487.03225806452,27364.0,56149371.262591094,36568636.13534044,19601045.45340226,0.0,8915939.0,47.529697169190264,103.49245283018867,21.326785714285712,5443.837132075472,1426160609.0,7,2021
Africa,2021-08-31,7360150.870967742,1122764.0,184610.1935483871,26534.0,85460286.79418197,57565868.880568154,30527695.743650213,0.0,14340610.0,45.276978275181044,103.49245283018867,21.326785714285712,5443.837132075472,1426160609.0,8,2021
Africa,2021-09-30,8185130.733333333,524678.0,205207.36666666667,14781.0,130041921.3302059,82852012.35445203,51589483.29093592,0.0,11164638.0,43.17790476190476,103.49245283018868,21.326785714285712,5443.837132075472,1426160609.0,9,2021
Africa,2021-10-31,8513256.903225806,204772.0,215531.96774193548,7144.0,178037515.78347576,110919353.9242253,72001189.29182224,44376.666666666664,4750025.0,40.37239631336406,103.49245283018867,21.326785714285712,5443.837132075472,1426160609.0,10,2021
Africa,2021-11-30,8690984.566666666,186665.0,221304.73333333334,4948.0,219308195.68683177,136378381.52923304,90879039.05888069,290369.3333333333,10720834.0,38.34612925170068,103.49245283018868,21.326785714285712,5443.837132075472,1426160609.0,11,2021
Africa,2021-12-31,9244766.935483871,1061668.0,226091.6129032258,5250.0,275589527.8416208,175917984.21651506,113926271.85001767,647366.0,8675798.0,39.13982883475971,103.49245283018867,21.326785714285712,5443.837132075472,1426160609.0,12,2021
Africa,2022-01-31,10532172.161290323,1241236.0,234260.90322580645,10609.0,330014668.2812149,209130448.63004678,138796834.64368045,2377065.3128883946,5226943.0,40.41884792626728,103.49245283018867,21.326785714285712,5443.837132075472,1426160609.0,1,2022
Africa,2022-02-28,11449606.32142857,607158.0,245092.89285714284,9930.0,366061873.96630484,236491558.27208188,159280049.4843254,11898224.38392857,16181971.0,39.09639212827988,103.49245283018868,21.326785714285712,5443.837132075472,1426160609.0,2,2022
Africa,2022-03-31,11836838.709677419,233602.0,251769.32258064515,3387.0,403514737.33781165,268601120.14446574,198551982.54158866,17120727.83643507,5279223.0,36.28314680710994,103.49245283018867,21.326785714285712,5443.837132075472,1426160609.0,3,2022
